Name,URL,Rating,RatingVotes,Developer,ReleaseDate,LastUpdated,Technology,Platforms,Classification,WikiPages,Iframe,Description,Features,Controls,FAQ,GameplayVideo,HoverVideo,ThumbnailURL
Chicken Clicker,https://www.crazygames.com/game/chicken-clicker,8.6,"27,983",Pipoza Games,November 2024,December 2024,HTML5 (Unity WebGL),N/A,Games » Clicker » Idle,N/A,https://games.crazygames.com/en_US/chicken-clicker/index.html?v=1.317,"Chicken Clicker is a fun, clicker, idle game where you help a fearless chicken on an epic flight through infinite universes. Click to soar higher, uncover bizarre realms, and unlock unexpected surprises at every turn. With vibrant visuals, fast-paced challenges, and endless opportunities to push your limits, this quirky game will keep you coming back for more sky-high clicking. Get your fingers ready for a non-stop clickable challenge.",N/A,N/A,"Q: What is the chicken game where you click?
A: Chicken Clicker is an idle clicker game where you help a fearless chicken on an epic flight through infinite universes. 

Q: What are those clicker games called?
A: Clicker games are a genre of games where players perform simple tasks. The genre falls under a category of games called idle games.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/chicken-clicker/1/chicken-clicker-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/chicken-clicker_16x9/20241128031329/chicken-clicker_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Knockout,https://www.crazygames.com/game/knockout-games-nwi,8.4,"1,699",N/A,November 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Casual » Action » Survival,N/A,https://games.crazygames.com/en_US/knockout-games-nwi/index.html?v=1.317,"Knockout is a casual yet competitive game where only the sharpest and most focused players survive! Test your reflexes, timing, and strategy as you aim to knock out everyone and become the last player standing. But beware—any slip-up or hesitation could lead to permanent elimination!",N/A,N/A,N/A,N/A,https://videos.crazygames.com/knockout-games-nwi/1/knockout-games-nwi-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/knockout-games-nwi_16x9/20241119061655/knockout-games-nwi_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
My Sugar Factory 3,https://www.crazygames.com/game/my-sugar-factory-3,8.3,"7,292",Vad Games,November 2024,December 2024,HTML5,N/A,Games » Clicker » Incremental,N/A,https://games.crazygames.com/en_US/my-sugar-factory-3/index.html?v=1.317,"My Sugar Factory 3 is a captivating clicker game that blends economic strategy with factory management. You begin by cultivating sugarcane, advancing to establish a comprehensive production chain that includes crafting sugar and expanding into diverse goods like paper, fuel briquettes, and alcohol. The game challenges you to optimize processes, open a research lab to enhance efficiency and grow your enterprise. The ultimate goal is to transform your humble factory into a thriving business empire. Every decision offers opportunities for growth and innovation, providing a rewarding and engaging gameplay experience for fans of management and economic simulators.",N/A,N/A,N/A,N/A,https://videos.crazygames.com/my-sugar-factory-3/2/my-sugar-factory-3-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/my-sugar-factory-3_16x9/20241203035840/my-sugar-factory-3_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Steam Heart,https://www.crazygames.com/game/steam-heart-nqh,9.2,957,Merang,November 2024,November 2024,HTML5,N/A,Games » Action » Arcade » Platform,N/A,https://games.crazygames.com/en_US/steam-heart-nqh/index.html?v=1.317,"Steam Heart is a thrilling 2D puzzle platformer game set in a captivating steampunk world. Step into intricate, gear-filled environments where your mission is to fuel each level’s steam engine by collecting coal, adjusting valves, and releasing steam. Unlock the safe to reveal the hidden artifacts.",N/A,"Engaging Mechanics: Solve complex puzzles by managing steam flow, adjusting gears, and navigating pipe mazes.
Steampunk Adventure: Immerse yourself in beautifully crafted levels full of industrial charm, mechanical devices, and unique obstacles.
Challenging Enemies: Dodge mechanical foes and environmental traps as you make your way through each level.
Artifact Collection: Unlock and collect powerful artifacts hidden within each level’s safe.
W / up arrow key = jump
AD / Left and right arrow keys = move to the left and right
S / down arrow key = switch weapon
Space = shoot / drill",N/A,N/A,https://videos.crazygames.com/steam-heart-nqh/1/steam-heart-nqh-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/steam-heart-nqh_16x9/20241121062343/steam-heart-nqh_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Match Moji,https://www.crazygames.com/game/match-moji--emoji-puzzle-game,7.9,563,Tariq Mehmood,November 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Puzzle » Match 3,N/A,https://games.crazygames.com/en_US/match-moji--emoji-puzzle-game/index.html?v=1.317,"Match Moji is a fast-paced puzzle game where you search for sets of three identical emojis hidden in a colorful grid. As you progress, the levels grow trickier with more varied emojis and larger grids. Test your observation skills and race against time to uncover all the matches before the clock runs out!",N/A,N/A,N/A,N/A,https://videos.crazygames.com/match-moji--emoji-puzzle-game/1/match-moji--emoji-puzzle-game-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/match-moji--emoji-puzzle-game_16x9/20241121074106/match-moji--emoji-puzzle-game_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Cat Warrior Parkour,https://www.crazygames.com/game/cat-warrior-parkour,8.7,"5,930",Pelican Party Studios,November 2024,N/A,HTML5,N/A,Games » Casual » Parkour,N/A,https://games.crazygames.com/en_US/cat-warrior-parkour/index.html?v=1.317,"Cat Warrior Parkour is a thrilling parkour adventure where you guide your feline warrior through 7 challenging levels to unlock a final portal. Hone your jumping skills, find hidden jades to unlock custom looks, and express your style. With multiplayer mode, you can invite friends to join you in climbing the obstacles together!",N/A,"WASD/Arrow Keys to move
Space to jump",N/A,N/A,https://videos.crazygames.com/cat-warrior-parkour/1/cat-warrior-parkour-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/cat-warrior-parkour_16x9/20241115044312/cat-warrior-parkour_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Ball Guys,https://www.crazygames.com/game/ball-guys,8.9,"2,630",Soft Paw,December 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Casual » Merge,N/A,https://games.crazygames.com/en_US/ball-guys/index.html?v=1.317,"Ball Guys is a fun physics merge game where you drop the ball strategically to merge them together. Watch them bounce and merge together, racking up points with every madcap collision. Try to get big combos and get a high score!",N/A,"Physics-Driven Gameplay: Experience the excitement of unpredictable ball collisions.
Merge Mechanics: Combine ball guys for explosive results and higher scores.
Combo Rewards: Chain your merges for spectacular point boosts.
Simple and Addictive: Easy to play, hard to put down.",N/A,N/A,https://videos.crazygames.com/ball-guys/1/ball-guys-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/ball-guys_16x9/20241204035823/ball-guys_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Cubox.io,https://www.crazygames.com/game/cubox-io-fgt,8.7,"1,646",Rafras PL,December 2024,December 2024,HTML5,"Browser (desktop, mobile, tablet), Steam",Games » .io » Building,N/A,https://games.crazygames.com/en_US/cubox-io-fgt/index.html?v=1.317,"Cubox.io is a thrilling adventure where you build, fight, and explore unique biomes. Choose paths like Winter or Hell, battle fierce monsters, and customize your playstyle with powerful gear. Lead armies, craft, and create your dream home. Join friends or guilds, conquer challenges, and uncover endless surprises in this ever-evolving world.",N/A,"WASD / arrows keys = move
1-7 = selecting slot
Z, X, C, V, B = using skills
I = inventory
Q, E = turn camera
H = rotate item when building
click on the screen and move the mouse = move the camera",N/A,N/A,https://videos.crazygames.com/cubox-io-fgt/1/cubox-io-fgt-landscape-611x343_30fps.m4a,https://imgs.crazygames.com/cubox-io-fgt_16x9/20250117033952/cubox-io-fgt_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Mini Car Ball,https://www.crazygames.com/game/mini-car-ball,8.0,"9,297",Dinobros,December 2024,December 2024,HTML5,N/A,Games » Sports » Soccer,N/A,https://games.crazygames.com/en_US/mini-car-ball/index.html?v=1.317,"Mini Car Ball is a high-energy 2D top-down sports car soccer game where agility and strategy collide in thrilling 1v1 matches. Command a nimble vehicle, using precise driving and clever maneuvers to outplay your rival and score spectacular goals. You can play by yourself or with your friend locally. Mini Car Ball delivers intense soccer action with a unique twist, perfect for solo challenges and exciting 2-players fun!","Fast-Paced Gameplay: Engage in quick, adrenaline-fueled matches.
Dynamic Controls: Smash, drift, and bump your way to victory.
Co-op Fun: Play with friends and conquer the field together.
Strategic Play: Balance offense and defense to outsmart your opponents.","Fast-Paced Gameplay: Engage in quick, adrenaline-fueled matches.
Dynamic Controls: Smash, drift, and bump your way to victory.
Co-op Fun: Play with friends and conquer the field together.
Strategic Play: Balance offense and defense to outsmart your opponents.
WASD / arrow keys = move
Shift / Enter / Space = Turbo","Q: What is mini ball game?
A: Mini Car Ball is a fast-paced 2D car soccer game where you compete in exciting 1v1 matches. Control your car, outsmart your opponent, and score amazing goals to win!

Q: What is that game called with the balls and car?
A: Mini Car Ball is a game with both balls and cars competing in a game of soccer.

Q: What is the game where you hit a soccer ball with a car?
A: In Mini Car Ball, you play a game of one-on-one soccer from your car. Your objective is to hit a soccer ball with your car and score a goal.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/mini-car-ball/1/mini-car-ball-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/mini-car-ball_16x9/20241212033431/mini-car-ball_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Cyberpunk: Corporation,https://www.crazygames.com/game/cyberpunk-corporation,9.2,"7,777",justaliendev,November 2024,December 2024,HTML5 (Unity WebGL),N/A,Games » Shooting » FPS,N/A,https://games.crazygames.com/en_US/cyberpunk-corporation/index.html?v=1.317,"Cyberpunk: Corporation is an intense FPS set in a dystopian future where the city is under the iron grip of a ruthless corporation. As the last hope for freedom, you’ll navigate neon-lit streets, taking on powerful enemies and completing high-stakes missions to enlist the support of local residents. Fight back against the corporation’s forces, unite the city’s residents, and lead the revolution!",N/A,"Futuristic Combat: Engage in fast-paced FPS battles with cutting-edge weapons and gear.
Strategic Alliances: Complete tasks for local inhabitants to gain their trust and unlock valuable resources.
Robot Allies: Activate a powerful robot companion to aid you in breaking through heavily fortified defenses.
Immersive Cyberpunk World: Explore a sprawling city with neon lights and high-tech enemies.
WASD = move
Left-click = shoot
Right-click = iron sight
Mouse wheel / 1-5 = change weapons
Left-shift = run
C = crouch
E = interact
Space = Jump",N/A,N/A,https://videos.crazygames.com/cyberpunk-corporation/1/cyberpunk-corporation-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/cyberpunk-corporation_16x9/20241216073601/cyberpunk-corporation_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Rolling Balls Sea Race,https://www.crazygames.com/game/roling-balls-sea-race,8.6,"29,399",gameVgames,October 2024,November 2024,HTML5 (Unity WebGL),N/A,Games » Casual » Driving » Racing,N/A,https://games.crazygames.com/en_US/roling-balls-sea-race/index.html?v=1.317,"Rolling Balls Sea Race is a casual driving physics-based racing game that propels you through stunning sea routes, where precision and speed are the keys to victory. Roll your way across vibrant platforms, mastering the art of ball control as you race solo or face off against a friend in thrilling 2-player mode. Along the way, collect coins to unlock an array of unique ball designs, colorful tail tracks, and ever-changing sky themes that add an extra layer of excitement to every race. With breathtaking nature visuals, smooth physics, and dazzling effects, each level is a new, heart-pounding challenge that will keep you on the edge of your seat, racing toward the finish line in style!",N/A,"WASD = player 1 move
Arrow keys = player 2 move","Q: What is that rolling ball game?
A: Rolling Balls Sea Race is a physics-based accuracy game where you roll your way across obstacle courses just inches from the depths of the sea.

Q: Is Rolling Balls Sea Race multiplayer?
A: Rolling Balls Sea Race is a multiplayer game that can be played with friends or on your own.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/roling-balls-sea-race/1/roling-balls-sea-race-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/roling-balls-sea-race_16x9/20241029074138/roling-balls-sea-race_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Helix Snake,https://www.crazygames.com/game/helix-snake,8.9,"1,382",Process Games,October 2024,October 2024,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(iOS, Android)",Games » Casual » Sports » Ball,N/A,https://games.crazygames.com/en_US/helix-snake/index.html?v=1.317,"Helix Snake is a captivating blend of spiral and snake gameplay, challenging you to guide your powered-up snake past obstacles within a twisting helix. Use boosts along the way to aid your journey, but aim carefully to hit the lowest numbers possible. Prepare for a tricky, skill-testing adventure!",N/A,"Left mouse button = moving
Right mouse button = speedy moving
A and D / Left and Right Arrow key = moving
W / Up Arrow key = speedy moving
Slide Finger = moving
Double Touch / Slide Finger and Touch = speedy moving",N/A,N/A,https://videos.crazygames.com/helix-snake/1/helix-snake-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/helix-snake_16x9/20241030035759/helix-snake_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Data Diggers,https://www.crazygames.com/game/data-diggers,9.1,"2,765",Rike Games,November 2024,November 2024,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(iOS, Android)",Games » Casual » Clicker » Incremental,N/A,https://games.crazygames.com/en_US/data-diggers/index.html?v=1.317,"Data Diggers is an incremental merge game where you use USB drives to download data, earn money, and upgrade your setup for maximum efficiency. Dive into the digital world of data and watch your progress grow with each upgrade!",N/A,"Left mouse button = interact with in-game UI
Drag the left mouse button = merge USB
WS or up/down arrow keys = move camera
Scroll = zoom",N/A,N/A,https://videos.crazygames.com/data-diggers/2/data-diggers-landscape-611x343_30fps.mov,https://imgs.crazygames.com/data-diggers_16x9/20241121111025/data-diggers_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Perfect Pose Maker Puzzle Game,https://www.crazygames.com/game/perfect-pose-maker-puzzle-game,7.8,"1,489",OziTech,November 2024,N/A,HTML5 (Unity WebGL),"Browser (desktop-only), App Store(Android)",Games » Casual » Beauty » Fashion,N/A,https://games.crazygames.com/en_US/perfect-pose-maker-puzzle-game/index.html?v=1.317,"Perfect Pose Maker Puzzle Game is a fun, challenging puzzle game that sharpens your focus and attention. Position the 3D model perfectly using quick thinking and imagination, then snap the ideal shot. With each pose, you'll test your skills to achieve the right shape and angle, bringing each model to life in dynamic animations.",N/A,N/A,N/A,N/A,https://videos.crazygames.com/perfect-pose-maker-puzzle-game/1/perfect-pose-maker-puzzle-game-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/perfect-pose-maker-puzzle-game_16x9/20241112094042/perfect-pose-maker-puzzle-game_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
9 Blocks,https://www.crazygames.com/game/9-blocks-mzz,7.8,142,N/A,November 2024,December 2024,HTML5,N/A,Games » Puzzle » Logic,N/A,https://games.crazygames.com/en_US/9-blocks-mzz/index.html?v=1.317,"9 Blocks is an innovative puzzle logic game that challenges you to combine blocks in unique and original ways. Rotate and drag the blocks strategically to merge it with adjacent blocks, both horizontally and vertically. Your main goal is to fill the box with black blocks by carefully planning each move and thinking ahead. With intuitive controls and challenging mechanics, 9 Blocks provides a refreshing and engaging puzzle experience for players looking for a mix of strategy and fun!",N/A,N/A,N/A,N/A,https://videos.crazygames.com/9-blocks-mzz/1/9-blocks-mzz-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/9-blocks-mzz_16x9/20241227030642/9-blocks-mzz_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Puckit!,https://www.crazygames.com/game/puckit,8.8,"2,824",Reit Games,October 2024,November 2024,HTML5,N/A,Games » Casual » Physics,N/A,https://games.crazygames.com/en_US/puckit/index.html?v=1.317,"Puckit! is a fast-paced game where you clear the board by knocking pucks into holes or bouncing opponents out of play. Navigate intense levels and sharpen your aim as you strategize to advance. Each challenge tests your precision, adding a unique twist to the classic puck battle experience.",N/A,N/A,N/A,N/A,https://videos.crazygames.com/puckit/2/puckit-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/puckit_16x9/20241125164532/puckit_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Gridle,https://www.crazygames.com/game/gridle,8.7,"4,038",Seyloj,November 2024,January 2025,HTML5 (Unity WebGL),N/A,Games » Clicker » Idle,N/A,https://games.crazygames.com/en_US/gridle/index.html?v=1.317,"Gridle is an incremental idle RPG where you’ll manage a powerful party to take down waves of enemies! Strategically upgrade, heal, reassign, and level up your party members to ensure maximum progress. With 50 initial levels to conquer, the game transitions into infinite levels where the challenge never stops.",N/A,"Party Management: Customize and optimize your team with powerful upgrades and abilities.
Rebirth & Knowledge Upgrades: Rebirth your party and unlock over 190 unique knowledge upgrades to further boost your team’s power.
Endless Progression: Conquer the 50 defined levels and then push through the infinite levels beyond, testing the limits of your strategy.
Idle Gameplay: Defeat enemies passively as your party fights on, even when you’re away.
Left-click = heal hero / damage enemies / interact with in-game UI.
Right-click on the hero = see the upgrades for the hero
Arrow keys = switch between unlocked levels
1,2,3,4 = assign party member 1/2/3/4 if that slot has been purchased",N/A,N/A,https://videos.crazygames.com/gridle/1/gridle-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/gridle_16x9/20250117031823/gridle_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Bouncy Pickaxe,https://www.crazygames.com/game/bouncy-pickaxe,9.2,"3,099",Barbas,October 2024,October 2024,HTML5 (Unity WebGL),N/A,Games » Casual » Merge,N/A,https://games.crazygames.com/en_US/bouncy-pickaxe/index.html?v=1.317,"Bouncy Pickaxe is a fun, fast-paced game where you buy, merge, and drop tools to smash blocks and earn money and experience. Strategically upgrade your tools and use boosts to reach new levels, unlocking more rewards. Keep refining your strategy to maximize your earnings and push to the next stage.",N/A,N/A,N/A,N/A,https://videos.crazygames.com/bouncy-pickaxe/1/bouncy-pickaxe-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/bouncy-pickaxe_16x9/20241029100614/bouncy-pickaxe_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Fix The Hoof,https://www.crazygames.com/game/fix-the-hoof-hkv,8.9,"3,707",N/A,October 2024,N/A,HTML5 (Unity WebGL),N/A,Games » Casual » Cute » Animal » Horse,N/A,https://games.crazygames.com/en_US/fix-the-hoof-hkv/index.html?v=1.317,"Fix The Hoof is a relaxing simulation game where you step into the role of a hoof specialist, cleaning and restoring the hooves of animals like horses, cows, and goats. Experience the most satisfying ASMR moments as you clean, polish, and paint hooves in this immersive 3D game. Collect money from your services to upgrade your farm and buy new animals to care for. Whether you're a fan of ASMR videos or simply seeking a stress-relieving activity, Fix The Hoof offers a therapeutic and enjoyable experience, letting you indulge in the oddly satisfying art of hoof care!",N/A,N/A,N/A,N/A,https://videos.crazygames.com/fix-the-hoof-hkv/1/fix-the-hoof-hkv-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/fix-the-hoof-hkv_16x9/20241024083948/fix-the-hoof-hkv_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Trial Mania,https://www.crazygames.com/game/trial-mania,8.9,"15,925",HikBoo Studios,November 2024,N/A,HTML5 (Unity WebGL),"Browser (desktop, mobile, tablet), App Store(iOS, Android)",Games » Driving » Bike,N/A,https://games.crazygames.com/en_US/trial-mania/index.html?v=1.317,"Trial Mania is a high-octane driving bike game that combines racing with daring stunts. Test your skills on challenging tracks, master extreme techniques, and aim to become the ultimate motorcycle champion. Each course pushes your abilities to the limit, offering a thrilling experience for every adrenaline-seeking rider. Join the fun and become the best moto rider in Trial Mania!","100+ Levels: Ride across seaside tracks, snowy slopes, desert safaris, and forest trails.
High-Performance Bikes: Pick from a range of bikes and upgrade them with coins to enhance speed, grip, and agility.
Multiple Modes: Enjoy various game modes like classic racing and thrilling stunt challenges.","100+ Levels: Ride across seaside tracks, snowy slopes, desert safaris, and forest trails.
High-Performance Bikes: Pick from a range of bikes and upgrade them with coins to enhance speed, grip, and agility.
Multiple Modes: Enjoy various game modes like classic racing and thrilling stunt challenges.
W or Up Arrow = speed up
S or Down Arrow = brake
A and D or Left Arrow and Right Arrow = position your motorbike to perform front flips and backflips.
Space = jump
P = pause","Q: What is the new motorbike game in 2024?
A: Trial Mania is a high-octane motorcycle game by HikBoo Studios released in November 2024.

Q: Where can I play Trial Mania?
A: You can play Trial Mania online at CrazyGames.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/trial-mania/1/trial-mania-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/trial-mania_16x9/20241118060150/trial-mania_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Ragdoll Soccer 2 Players,https://www.crazygames.com/game/ragdoll-soccer-2-players,8.5,"32,621",X7 GAMES,October 2024,December 2024,HTML5,"Browser (desktop, mobile, tablet), App Store(Android)",Games » Sports » Soccer,N/A,https://games.crazygames.com/en_US/ragdoll-soccer-2-players/index.html?v=1.317,"Ragdoll Soccer: 2 Players is a sports soccer game that delivers the ultimate blend of soccer and chaos, where wobbly ragdoll physics takes over the field for hilarious and unpredictable gameplay! Step into the shoes (or, more accurately, the floppy limbs) of a stickman player and take on the challenge solo or face off against a friend in intense local multiplayer. With a variety of modes like Championship, Penalty Shootout, and single-player, there's never a dull moment.",N/A,"WASD = move
Q = headbutt
E = kick
Arrow keys = move
< = headbutt
> = kick","Q: What are ragdoll video games?
A: Ragdoll video games are a series of physics-based movements that tend to simulate cause-and-effect randomness and dynamics.

Q: Is the ragdoll game free?
A: Ragdoll Soccer 2 Players is free to play online at CrazyGames.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/ragdoll-soccer-2-players/1/ragdoll-soccer-2-players-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/ragdoll-soccer-2-players_16x9/20241209062336/ragdoll-soccer-2-players_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Four Mini Kingdoms War,https://www.crazygames.com/game/four-mini-kingdoms-war,8.7,838,PixelFox,November 2024,January 2025,HTML5,N/A,Games » Casual » Strategy,N/A,https://games.crazygames.com/en_US/four-mini-kingdoms-war/index.html?v=1.317,"Four Mini Kingdoms War is a strategic warfare game where you’ll immerse yourself in the heart of a grand medieval conflict between four rival kingdoms! Gather resources, build up your base, and lead your soldiers to victory—or simply observe the chaos as a spectator.",N/A,"Resource Gathering: Mine for precious ores and chop trees to collect essential materials.
Castle Development: Upgrade your castle to strengthen defenses and expand your influence.
Army Creation: Train and upgrade soldiers to create a formidable army and crush enemy forces.
Four Kingdom Warfare: Battle it out among four nations in an all-out war, or watch the battles unfold in spectator mode.
WASD / arrow keys = move camera view
Left-click = interact with in-game UI
Drag left-click = select army
Right-click = command selected army
Mouse wheel = zoom in / out
Tab = show / hide health bar",N/A,N/A,https://videos.crazygames.com/four-mini-kingdoms-war/1/four-mini-kingdoms-war-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/games/four-mini-kingdoms-war/cover_16x9-1731497892804.png?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Tangled Ropes,https://www.crazygames.com/game/tangled-ropes,8.3,684,Heap Games,October 2024,October 2024,HTML5 (Unity WebGL),"Browser (desktop-only), App Store(iOS, Android)",Games » Puzzle » Color,N/A,https://games.crazygames.com/en_US/tangled-ropes/index.html?v=1.317,"Tangled Ropes is a captivating knot-solving adventure that tests your mental agility and dexterity. Challenge yourself with intricate, mind-bending puzzles as you work through complex knots that grow more challenging with each level. Sharpen your problem-solving skills and unravel each knot to progress in this unique puzzle journey!",N/A,N/A,N/A,N/A,https://videos.crazygames.com/tangled-ropes/1/tangled-ropes-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/tangled-ropes_16x9/20241029031445/tangled-ropes_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Autumn Glam Gala,https://www.crazygames.com/game/autumn-glam-gala,8.8,"26,993",N/A,October 2024,N/A,HTML5,N/A,Games » Beauty » Makeup,N/A,https://games.crazygames.com/en_US/autumn-glam-gala/index.html?v=1.317,"Get ready to light up the season with Autumn Glam Gala, a beauty makeup game, the ultimate fashion and makeup experience! Transform three besties into autumn-style icons for the gala of the year. Immerse yourself in a world of beauty, where every choice—whether it’s soft, earthy tones or bold, golden sparkles—captures the magic of fall. Mix and match an array of luxurious makeup shades, chic hairstyles, and dazzling outfits to craft show-stopping looks. Embrace the season’s hottest trends, flex your makeup artist skills, and watch your creations shine under the gala lights.",N/A,N/A,"Q: Where can I play Autumn Glam Gala?
A: You can play Autumn Glam Gala online at CrazyGames.

Q: Do all the girls have the same outfit choices in Autumn Glam Gala?
A: The three friends in Autumn Glam Gala have different outfits, hair, and makeup selections.",https://www.youtube-nocookie.com/embed/hqdefault.webp,https://videos.crazygames.com/autumn-glam-gala/1/autumn-glam-gala-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/autumn-glam-gala_16x9/20241025062601/autumn-glam-gala_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Tower Jam 3D,https://www.crazygames.com/game/tower-jam-3d,7.8,451,N/A,October 2024,January 2025,HTML5 (Unity WebGL),N/A,Games » Casual » Puzzle » Match 3,N/A,https://games.crazygames.com/en_US/tower-jam-3d/index.html?v=1.317,"Tower Jam 3D is an addictive match-3 puzzle game where you must clear blocks from a colorful tower while keeping it stable! This twist on classic match-3 gameplay combines the excitement of block matching with the strategy of tower stacking. Clear blocks by creating color matches without causing the tower to topple, and climb through progressively challenging levels as you master this balance.",N/A,"Unique Gameplay: A blend of match-3 puzzles and tower stability challenges.
Strategic Fun: Carefully plan your moves to keep the tower standing.
Increasing Difficulty: Test your puzzle-solving skills with challenging levels.
Simple Controls: Intuitive touch controls make it easy to play but hard to master.
Remove Blocks: Tap and drag blocks from the tower.
Place Strategically: Position blocks to create color matches.
Match Colors: Align three or more of the same color to clear them.
Maintain Balance: Keep the tower intact while clearing blocks.
Get ready to test your puzzle skills and strategic thinking in Tower Jam 3D!",N/A,N/A,https://videos.crazygames.com/tower-jam-3d/1/tower-jam-3d-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/tower-jam-3d_16x9/20250106073249/tower-jam-3d_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
Heroes of Match 3,https://www.crazygames.com/game/heroes-of-match-3,8.3,545,Clever Apps,October 2024,N/A,HTML5,"Browser (desktop, mobile, tablet), App Store(iOS, Android)",Games » Puzzle » Match 3,N/A,https://games.crazygames.com/en_US/heroes-of-match-3/index.html?v=1.317,"Heroes of Match 3 is a delightful puzzle adventure set in a whimsical medieval world. Match sweets in lines of three to create powerful combos and help King Donuttan the Third reclaim his throne. Dive into charming scenes, meet amusing characters, and see if you have what it takes to become the next royal heir!",N/A,"Satisfying: Gripping storyline, eye-pleasing graphics, and fun gameplay.
Entertaining: Go through the game alone or challenge your friends and players around the world.
Fascinating: You will not get bored with a variety of tasks on thousands of different levels.
Merry: Participate in tournaments and cups to appreciate the amazing in-game world and find out who is the best.
Play everywhere: Automatic saving of progress allows you to continue the game on any platform. You can start playing at home on your computer and continue on any mobile device with the same game progress.
Completely free: The game has plenty of ways to get extra coins, such as bonus games, rewards for tournaments, helping friends, and much more.
Matching Sweets: Align three or more identical sweets in a row to create a match.
Level Objectives: Each level has specific objectives, such as collecting a certain number of items, breaking obstacles, or achieving a target score. Complete them to progress.
Combos and Power-ups: Create special sweets by matching more than three sweets. Use them to clear more items on the board and achieve your objectives efficiently.
Tournaments: Participate in tournaments to compete against other players. Achieve the highest score to win exciting rewards.
Daily Tasks: Complete daily tasks to earn bonuses and enhance your gameplay.",N/A,N/A,https://videos.crazygames.com/heroes-of-match-3/3/heroes-of-match-3-landscape-611x343_30fps.mp4,https://imgs.crazygames.com/heroes-of-match-3_16x9/20241029084547/heroes-of-match-3_16x9-cover?auto=format%2Ccompress&q=90&cs=strip&w=273&fit=crop
